Variables,R-squared,Adj. R-squared,P-value,AIC,BIC
"CPIAUCSL, PCESV, PPIACO, REVOLSL, SP500",0.7630144389498016,0.7603091243259409,1.9034811383601985e-134,4409.206140635288,4433.781088009881
"CPIAUCSL, PCESV, PPIACO, REVOLSL, DJIA",0.7596910731391926,0.7569478205494573,3.992434703279557e-133,4415.389318125937,4439.964265500531
"CPIAUCSL, PCESV, PPIACO, SP500, DJIA",0.7252181072941484,0.7220813276970497,2.093908134138633e-120,4474.908572483639,4499.483519858232
"CPIAUCSL, PCESV, NASDAQCOM, REVOLSL, SP500",0.7482264570955537,0.7453523298934481,1.0567993951016938e-128,4436.081828615672,4460.6567759902655
"CPIAUCSL, PCESV, NASDAQCOM, REVOLSL, DJIA",0.7456431748288778,0.74273955810318,9.832113504403468e-128,4440.614207460136,4465.189154834729
"CPIAUCSL, PCESV, NASDAQCOM, SP500, DJIA",0.7253395160202181,0.7222041223674809,1.9012244783143223e-120,4474.712353635077,4499.287301009671
"CPIAUCSL, PCESV, REVOLSL, SP500, DJIA",0.7524030277176468,0.7495765782623688,2.73283887210458e-130,4428.654715718117,4453.22966309271
"CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7427479567742399,0.7398112896141285,1.1657588996637423e-126,4445.6394938392805,4470.214441213874
"CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, SP500",0.721784295148277,0.7186083167823898,3.155502274193066e-119,4480.422636902487,4504.997584277081
"CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, DJIA",0.721690733006173,0.7185136865793029,3.3959731329768656e-119,4480.571926129698,4505.146873504292
"CPIAUCSL, RSAFS, PPIACO, REVOLSL, SP500",0.7640147820636652,0.7613208868817436,7.552227086674901e-135,4407.327999216967,4431.902946591561
"CPIAUCSL, RSAFS, PPIACO, REVOLSL, DJIA",0.7597770815013563,0.7570348107422393,3.692022000993349e-133,4415.230378760827,4439.805326135421
"CPIAUCSL, RSAFS, PPIACO, SP500, DJIA",0.7144840601656854,0.7112247457840152,9.035603967054029e-117,4491.922738300782,4516.497685675376
"CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL, SP500",0.7525419131018058,0.7497170490961187,2.417508051005002e-130,4428.405591459952,4452.980538834546
"CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7488964365281668,0.7460299574931002,5.903939806562965e-129,4434.898752113232,4459.473699487826
"CPIAUCSL, RSAFS, NASDAQCOM, SP500, DJIA",0.719074617866952,0.7158677071120085,2.6210717585259377e-118,4484.726044966485,4509.300992341078
"CPIAUCSL, RSAFS, REVOLSL, SP500, DJIA",0.7581269838647652,0.7553658763746369,1.647932078359519e-132,4418.269799585902,4442.844746960495
"CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7652043254906832,0.762524009571627,2.5028884616590375e-135,4405.084244578358,4429.659191952952
"CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.763392318875455,0.7606913179493757,1.3430491203280804e-134,4408.4976055142,4433.072552888793
"CPIAUCSL, PPIACO, NASDAQCOM, SP500, DJIA",0.7211556048852776,0.717972449689904,5.166366885896531e-119,4481.424821748618,4505.999769123212
"CPIAUCSL, PPIACO, REVOLSL, SP500, DJIA",0.7647365315880795,0.76205087555598,3.8667834675020546e-135,4405.96796555029,4430.542912924883
"CPIAUCSL, NASDAQCOM, REVOLSL, SP500, DJIA",0.7523547464228911,0.7495277458112803,2.8517875490314566e-130,4428.741287071771,4453.316234446364
"PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7420858101741195,0.7391415842628651,2.0442015862606145e-126,4446.780846798715,4471.355794173309
"PCESV, RSAFS, PPIACO, NASDAQCOM, SP500",0.7253346962701241,0.7221992475974086,1.908526008081298e-120,4474.720144891521,4499.295092266115
"PCESV, RSAFS, PPIACO, NASDAQCOM, DJIA",0.7246221586742827,0.7214785760107472,3.361075576511711e-120,4475.8704796329475,4500.445427007541
"PCESV, RSAFS, PPIACO, REVOLSL, SP500",0.7570348555349731,0.7542612808264682,4.41053452080441e-132,4420.270078598478,4444.845025973072
"PCESV, RSAFS, PPIACO, REVOLSL, DJIA",0.7515598512205374,0.748723776462781,5.744216023871752e-130,4430.16416212602,4454.739109500613
"PCESV, RSAFS, PPIACO, SP500, DJIA",0.7253234435255712,0.7221878663968677,1.9256818406889727e-120,4474.738334725373,4499.313282099966
"PCESV, RSAFS, NASDAQCOM, REVOLSL, SP500",0.7514406483133471,0.74860321279181,6.378985769727872e-130,4430.377144600883,4454.952091975477
"PCESV, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.747892059818986,0.7450141152963716,1.4123486052572359e-128,4436.671143435036,4461.24609080963
"PCESV, RSAFS, NASDAQCOM, SP500, DJIA",0.7202088543329344,0.7170148914828537,1.0832112887204984e-118,4482.929765909894,4507.5047132844875
"PCESV, RSAFS, REVOLSL, SP500, DJIA",0.7580551363446799,0.7552932086773818,1.758433609797588e-132,4418.4016686237555,4442.976615998349
"PCESV, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7528488956835515,0.7500275360452359,1.8431897290254984e-130,4427.854448107917,4452.429395482511
"PCESV, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7514223736710093,0.7485847295348336,6.482288656716475e-130,4430.409787279099,4454.984734653693
"PCESV, PPIACO, NASDAQCOM, SP500, DJIA",0.7250659715520473,0.7219274552455639,2.3630129897197436e-120,4475.154329496009,4499.729276870603
"PCESV, PPIACO, REVOLSL, SP500, DJIA",0.7535478576823711,0.7507344770623068,9.926821343538574e-131,4426.59700364409,4451.171951018684
"PCESV, NASDAQCOM, REVOLSL, SP500, DJIA",0.752499375756467,0.7496740261646458,2.510031357667308e-130,4428.481907245297,4453.056854619891
"RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7601720681616122,0.7574343063826352,2.576835230750562e-133,4414.499730677996,4439.07467805259
"RSAFS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.75705692258873,0.7542835997872315,4.3238577507638036e-132,4420.229750933978,4444.8046983085715
"RSAFS, PPIACO, NASDAQCOM, SP500, DJIA",0.7214500872731566,0.7182702937488776,4.101587963482257e-119,4480.955673820325,4505.530621194918
"RSAFS, PPIACO, REVOLSL, SP500, DJIA",0.7637054655315694,0.7610080393390074,1.0055341397356636e-134,4407.909589086904,4432.484536461498
"RSAFS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7578233639219932,0.7550587904507831,2.167684006579504e-132,4418.826797289149,4443.401744663743
"PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7545894345387668,0.7517879440654651,3.934493276833821e-131,4424.716556892596,4449.291504267189
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO",0.7673393609792348,0.7641449357295218,6.080582101584954e-135,4403.028411674945,4431.6991836119705
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, NASDAQCOM",0.7525303204105822,0.7491325673727413,4.19487041751322e-129,4430.426391080636,4459.097163017661
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, REVOLSL",0.7466743910863318,0.7431962362728719,6.843849852756584e-127,4440.810478919374,4469.481250856399
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, SP500",0.7560478397848014,0.752698382207476,1.854635202557802e-130,4424.070119751681,4452.740891688706
"PI, TTLCONS, CPIAUCSL, PCESV, RSAFS, DJIA",0.7537367502651324,0.7503555614815873,1.4466362169764186e-129,4428.256570557535,4456.92734249456
"PI, TTLCONS, CPIAUCSL, PCESV, PPIACO, NASDAQCOM",0.7527473149079142,0.7493525411995561,3.465161302432318e-129,4430.03689761977,4458.707669556795
"PI, TTLCONS, CPIAUCSL, PCESV, PPIACO, REVOLSL",0.7522463263188978,0.7488446740486767,5.385537248470152e-129,4430.93562954727,4459.606401484295
"PI, TTLCONS, CPIAUCSL, PCESV, PPIACO, SP500",0.7572386460481157,0.7539055382135361,6.386738800333871e-131,4421.897510935649,4450.568282872674
"PI, TTLCONS, CPIAUCSL, PCESV, PPIACO, DJIA",0.7573353213535166,0.7540035408686678,5.855881674967843e-131,4421.720660774005,4450.391432711031
"PI, TTLCONS, CPIAUCSL, PCESV, NASDAQCOM, REVOLSL",0.7395471295798881,0.7359711176290399,2.8837479453364983e-124,4453.129823738818,4481.800595675843
"PI, TTLCONS, CPIAUCSL, PCESV, NASDAQCOM, SP500",0.7395108741238805,0.7359343643864509,2.9725102698054337e-124,4453.191624947429,4481.862396884454
"PI, TTLCONS, CPIAUCSL, PCESV, NASDAQCOM, DJIA",0.738493431975571,0.7349029527807276,6.9479387309492304e-124,4454.922462543254,4483.5932344802795
"PI, TTLCONS, CPIAUCSL, PCESV, REVOLSL, SP500",0.747174995212551,0.7437037136822886,4.4480743145123925e-127,4439.932209493241,4468.6029814302665
"PI, TTLCONS, CPIAUCSL, PCESV, REVOLSL, DJIA",0.7432871565289407,0.7397624950625189,1.2353586053489626e-125,4446.707894093407,4475.378666030432
"PI, TTLCONS, CPIAUCSL, PCESV, SP500, DJIA",0.7417126296342733,0.738166349949618,4.6795625579371803e-125,4449.422813818326,4478.093585755351
"PI, TTLCONS, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM",0.7658533421160376,0.7626385138613379,2.4346364733875033e-134,4405.855250965539,4434.526022902564
"PI, TTLCONS, CPIAUCSL, RSAFS, PPIACO, REVOLSL",0.7649660405690143,0.7617390296843783,5.550767358377323e-134,4407.534614272603,4436.205386209628
"PI, TTLCONS, CPIAUCSL, RSAFS, PPIACO, SP500",0.7655070099015695,0.7622874265134904,3.3596885033997795e-134,4406.511497324034,4435.182269261059
"PI, TTLCONS, CPIAUCSL, RSAFS, PPIACO, DJIA",0.7662265971409055,0.7630168936691559,1.7197444066163797e-134,4405.146902338942,4433.817674275967
"PI, TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL",0.7546292330397557,0.7512602980242833,6.559236558610968e-130,4426.644547085742,4455.315319022767
"PI, TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM, SP500",0.7508978108831235,0.7474776435268277,1.757037040895354e-128,4433.345754368147,4462.016526305172
"PI, TTLCONS, CPIAUCSL, RSAFS, NASDAQCOM, DJIA",0.7505316635305731,0.7471064689795055,2.4195696996478826e-128,4433.997896624522,4462.668668561547
"PI, TTLCONS, CPIAUCSL, RSAFS, REVOLSL, SP500",0.7605948051417476,0.7573077772947235,3.0764538219981024e-132,4415.716415596433,4444.387187533458
"PI, TTLCONS, CPIAUCSL, RSAFS, REVOLSL, DJIA",0.7564199777895431,0.753075629658507,1.3298948918820643e-130,4423.392300677778,4452.063072614803
"PI, TTLCONS, CPIAUCSL, RSAFS, SP500, DJIA",0.7474146067195747,0.7439466150498206,3.6180311505261617e-127,4439.511214921322,4468.181986858347
"PI, TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL",0.7593468569940824,0.756042694847548,9.549896794066496e-132,4418.0248443102155,4446.695616247241
"PI, TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM, SP500",0.7511718440092635,0.7477554391215189,1.3824450820583647e-128,4432.857048582347,4461.527820519372
"PI, TTLCONS, CPIAUCSL, PPIACO, NASDAQCOM, DJIA",0.7520393600347753,0.7486348661222093,6.459955823791003e-129,4431.306379525474,4459.977151462499
"PI, TTLCONS, CPIAUCSL, PPIACO, REVOLSL, SP500",0.771006379866412,0.7678623027021064,1.9077150432336222e-136,4395.97468868821,4424.6454606252355
"PI, TTLCONS, CPIAUCSL, PPIACO, REVOLSL, DJIA",0.770382275184033,0.76722962907672,3.452129494230465e-136,4397.183130882615,4425.85390281964
"PI, TTLCONS, CPIAUCSL, PPIACO, SP500, DJIA",0.7504102095836781,0.7469833474726988,2.690209563830912e-128,4434.214005933562,4462.884777870587
"PI, TTLCONS, CPIAUCSL, NASDAQCOM, REVOLSL, SP500",0.7495409126731585,0.7461021151354902,5.737404770230864e-128,4435.75772789461,4464.428499831635
"PI, TTLCONS, CPIAUCSL, NASDAQCOM, REVOLSL, DJIA",0.7472474666220595,0.7437771801225912,4.178794531790616e-127,4439.804920190956,4468.475692127981
"PI, TTLCONS, CPIAUCSL, NASDAQCOM, SP500, DJIA",0.7347509514609541,0.7311090880942853,1.5342101733062905e-122,4461.231609540875,4489.9023814779
"PI, TTLCONS, CPIAUCSL, REVOLSL, SP500, DJIA",0.7512713891114766,0.7478563509757075,1.2670451071121706e-128,4432.6793883477185,4461.350160284744
"PI, TTLCONS, PCESV, RSAFS, PPIACO, NASDAQCOM",0.7653246767014458,0.7621025898827013,3.9796993813645884e-134,4406.8566013842155,4435.527373321241
"PI, TTLCONS, PCESV, RSAFS, PPIACO, REVOLSL",0.7515577901532982,0.7481466842972794,9.858078824611098e-129,4432.167845548618,4460.838617485643
"PI, TTLCONS, PCESV, RSAFS, PPIACO, SP500",0.7737811601308229,0.7706751806360516,1.3388833200874411e-137,4390.561753829219,4419.232525766244
"PI, TTLCONS, PCESV, RSAFS, PPIACO, DJIA",0.772643320016117,0.7695217180026084,3.9955097076735834e-137,4392.789396409462,4421.460168346487
"PI, TTLCONS, PCESV, RSAFS, NASDAQCOM, REVOLSL",0.7551493268896626,0.751787532750848,4.131391950414666e-130,4425.702435064014,4454.373207001039
"PI, TTLCONS, PCESV, RSAFS, NASDAQCOM, SP500",0.7551057274006908,0.7517433346418902,4.294793526193444e-130,4425.781489164823,4454.452261101848
"PI, TTLCONS, PCESV, RSAFS, NASDAQCOM, DJIA",0.7541948543918064,0.7508199553674377,9.642660791589627e-130,4427.429863161038,4456.100635098063
"PI, TTLCONS, PCESV, RSAFS, REVOLSL, SP500",0.7613883896705885,0.7581122577209857,1.492361891944045e-132,4414.242191884248,4442.9129638212735
"PI, TTLCONS, PCESV, RSAFS, REVOLSL, DJIA",0.7578593837863389,0.7545347986667006,3.656240564526626e-131,4420.760754546615,4449.4315264836405
"PI, TTLCONS, PCESV, RSAFS, SP500, DJIA",0.7590661041641927,0.7557580872877285,1.2311760632428742e-131,4418.542525479096,4447.213297416121
"PI, TTLCONS, PCESV, PPIACO, NASDAQCOM, REVOLSL",0.7428735343375132,0.7393431938478681,1.7542198726463425e-125,4447.42270235893,4476.093474295955
"PI, TTLCONS, PCESV, PPIACO, NASDAQCOM, SP500",0.7511927090082792,0.7477765905964935,1.3574206071972256e-128,4432.819816268513,4461.490588205538
"PI, TTLCONS, PCESV, PPIACO, NASDAQCOM, DJIA",0.7508802571273687,0.7474598487584081,1.7842160933367843e-128,4433.377041098249,4462.047813035274
"PI, TTLCONS, PCESV, PPIACO, REVOLSL, SP500",0.7613684277306216,0.7580920217040398,1.5198118870917827e-132,4414.2793347986935,4442.950106735719
"PI, TTLCONS, PCESV, PPIACO, REVOLSL, DJIA",0.7578728572258534,0.7545484570962313,3.6121835529149596e-131,4420.7360483503635,4449.406820287389
"PI, TTLCONS, PCESV, PPIACO, SP500, DJIA",0.7502294970995953,0.7468001538103449,3.149631230819797e-128,4434.535362467148,4463.206134404173
"PI, TTLCONS, PCESV, NASDAQCOM, REVOLSL, SP500",0.7495759462476506,0.7461376297201583,5.565208943980157e-128,4435.695617969863,4464.366389906888
"PI, TTLCONS, PCESV, NASDAQCOM, REVOLSL, DJIA",0.7472528416526929,0.7437826289522722,4.159481585200372e-127,4439.795477994887,4468.466249931912
"PI, TTLCONS, PCESV, NASDAQCOM, SP500, DJIA",0.7417953108005029,0.7382501663263679,4.364354485020196e-125,4449.2806608560895,4477.951432793115
"PI, TTLCONS, PCESV, REVOLSL, SP500, DJIA",0.7532521234272211,0.7498642807282814,2.2200524790180018e-129,4429.129469256395,4457.80024119342
"PI, TTLCONS, RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7672465153000982,0.7640508152813353,6.632867363271414e-135,4403.205559208646,4431.876331145671
"PI, TTLCONS, RSAFS, PPIACO, NASDAQCOM, SP500",0.7673933491222642,0.7641996651285196,5.780742936684111e-135,4402.925370966375,4431.5961429034005
"PI, TTLCONS, RSAFS, PPIACO, NASDAQCOM, DJIA",0.7680904263669719,0.7649063132278456,3.005824460743308e-135,4401.592790907174,4430.263562844199
"PI, TTLCONS, RSAFS, PPIACO, REVOLSL, SP500",0.7820802745274754,0.779088241683459,3.88340844169048e-141,4373.966771839545,4402.63754377657
"PI, TTLCONS, RSAFS, PPIACO, REVOLSL, DJIA",0.7794189733490439,0.776390400900747,5.471627782319389e-140,4379.356191244979,4408.026963182004
"PI, TTLCONS, RSAFS, PPIACO, SP500, DJIA",0.763655468600456,0.7604104635926819,1.8643916524712555e-133,4410.003523926829,4438.674295863854
"PI, TTLCONS, RSAFS, NASDAQCOM, REVOLSL, SP500",0.762334036097938,0.7590708878521432,6.282390579957041e-133,4412.479070594511,4441.149842531536
"PI, TTLCONS, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7604253954214168,0.7571360415828093,3.589082784160609e-132,4416.0304911338635,4444.701263070889
"PI, TTLCONS, RSAFS, NASDAQCOM, SP500, DJIA",0.7481938201076763,0.7447365270199099,1.8457723257544853e-127,4438.139379871141,4466.810151808166
"PI, TTLCONS, RSAFS, REVOLSL, SP500, DJIA",0.7650459072324955,0.7618199929153215,5.154565593815781e-134,4407.383713419863,4436.054485356888
"PI, TTLCONS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7646292806025843,0.7613976460113154,7.582982415376903e-134,4408.170328402874,4436.841100339899
"PI, TTLCONS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.763247121456319,0.7599965098516003,2.7157325572219307e-133,4410.769988393599,4439.4407603306245
"PI, TTLCONS, PPIACO, NASDAQCOM, SP500, DJIA",0.7475190172121544,0.7440524590960742,3.306427430746531e-127,4439.327641982943,4467.998413919968
"PI, TTLCONS, PPIACO, REVOLSL, SP500, DJIA",0.7620583422843269,0.7587914087687799,8.087711204865408e-133,4412.993814519501,4441.664586456526
"PI, TTLCONS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7527170710074192,0.7493218820509994,3.558732902764957e-129,4430.091204292348,4458.761976229373
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM",0.723394879547059,0.7195970975728768,1.4142758488696653e-118,4479.8448624242565,4508.515634361282
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL",0.7336856941720269,0.7300292048471577,3.6725443015325073e-122,4463.011171151216,4491.6819430882415
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, SP500",0.7230890331510305,0.7192870519128295,1.7990206323807511e-118,4480.335528610018,4509.006300547043
"PI, CPIAUCSL, PCESV, RSAFS, PPIACO, DJIA",0.7216594045230287,0.7178377945164799,5.520526775089021e-118,4482.621903134881,4511.292675071906
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, REVOLSL",0.7396209556917263,0.7360459573717042,2.711077074749308e-124,4453.003952827499,4481.674724764524
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, SP500",0.7222311655602818,0.7184174058196907,3.5280587338640894e-118,4481.708910200992,4510.379682138017
"PI, CPIAUCSL, PCESV, RSAFS, NASDAQCOM, DJIA",0.72134775445554,0.7175218655006962,7.043648156957703e-118,4483.118759231456,4511.7895311684815
"PI, CPIAUCSL, PCESV, RSAFS, REVOLSL, SP500",0.748294962667837,0.7448390582651071,1.6911086852335207e-127,4437.96100331952,4466.631775256546
"PI, CPIAUCSL, PCESV, RSAFS, REVOLSL, DJIA",0.742004206192626,0.7384619298474446,3.6589833190628666e-125,4448.9213060619,4477.592077998926
"PI, CPIAUCSL, PCESV, RSAFS, SP500, DJIA",0.7250633929909276,0.7212885196681486,3.78775462346176e-119,4477.158493679594,4505.8292656166195
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, REVOLSL",0.749828857557221,0.7463940134962217,4.465688677506468e-128,4435.246981499289,4463.917753436314
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, SP500",0.725076940596224,0.7213022532817557,3.7473300314030745e-119,4477.136614872618,4505.8073868096435
"PI, CPIAUCSL, PCESV, PPIACO, NASDAQCOM, DJIA",0.7244768562343176,0.7206939297752921,6.024328855772258e-119,4478.104693354058,4506.7754652910835
"PI, CPIAUCSL, PCESV, PPIACO, REVOLSL, SP500",0.763051673007848,0.7597983779004043,3.250660384487098e-133,4411.136375960408,4439.807147897433
"PI, CPIAUCSL, PCESV, PPIACO, REVOLSL, DJIA",0.7597399559836793,0.7564411910772767,6.688267367357083e-132,4417.298991932021,4445.969763869046
"PI, CPIAUCSL, PCESV, PPIACO, SP500, DJIA",0.7259376891853615,0.7221748199293253,1.893132923881032e-119,4475.744327545955,4504.41509948298
"PI, CPIAUCSL, PCESV, NASDAQCOM, REVOLSL, SP500",0.7484128937531558,0.7449586085415286,1.5269923875873606e-127,4437.752927737543,4466.4236996745685
"PI, CPIAUCSL, PCESV, NASDAQCOM, REVOLSL, DJIA",0.7456586446394631,0.7421665436505313,1.63626406845324e-126,4442.587202858331,4471.257974795356
"PI, CPIAUCSL, PCESV, NASDAQCOM, SP500, DJIA",0.7257111578826025,0.7219451783569633,2.2662884352457167e-119,4476.111172417563,4504.781944354588
"PI, CPIAUCSL, PCESV, REVOLSL, SP500, DJIA",0.752537362796095,0.7491397064500459,4.1689449137941004e-129,4430.413755740159,4459.084527677184
"PI, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7492829900746214,0.7458406512655773,7.179417143302295e-128,4436.214723527435,4464.88549546446
"PI, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, SP500",0.7227474218552867,0.7189407503018124,2.3529967978422004e-118,4480.882931758033,4509.553703695058
"PI, CPIAUCSL, RSAFS, PPIACO, NASDAQCOM, DJIA",0.7226774157448246,0.7188697830090556,2.4859661925981585e-118,4480.995027341527,4509.665799278552
"PI, CPIAUCSL, RSAFS, PPIACO, REVOLSL, SP500",0.7640615560788026,0.7608221266428136,1.2817698766494286e-133,4409.239986411221,4437.910758348246
"PI, CPIAUCSL, RSAFS, PPIACO, REVOLSL, DJIA",0.7598220548549888,0.7565244171642106,6.208340481519428e-132,4417.147247482004,4445.818019419029
"PI, CPIAUCSL, RSAFS, PPIACO, SP500, DJIA",0.7173306636248059,0.7134496201047804,1.5893042012300682e-116,4489.473828540185,4518.144600477211
"PI, CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL, SP500",0.7527693611528534,0.7493748901389339,3.398499526283463e-129,4429.997306667818,4458.668078604843
"PI, CPIAUCSL, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7489066861118929,0.7454591806580517,9.95348607870543e-128,4436.880628483316,4465.551400420341
"PI, CPIAUCSL, RSAFS, NASDAQCOM, SP500, DJIA",0.7200311027234509,0.7161871361704548,1.9658150960374717e-117,4485.211750014541,4513.882521951567
"PI, CPIAUCSL, RSAFS, REVOLSL, SP500, DJIA",0.7581527750639965,0.7548322181998866,2.807508463949054e-131,4420.222452828428,4448.893224765453
"PI, CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7655771613008265,0.7623585410898539,3.1476425025095215e-134,4406.37864950961,4435.049421446635
"PI, CPIAUCSL, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.763578676122912,0.7603326167561785,2.001141615501338e-133,4410.147763871186,4438.818535808211
"PI, CPIAUCSL, PPIACO, NASDAQCOM, SP500, DJIA",0.7222625238109087,0.7184491946183811,3.4423882418570276e-118,4481.658782729795,4510.3295546668205
"PI, CPIAUCSL, PPIACO, REVOLSL, SP500, DJIA",0.764828076266624,0.7615991711352733,6.307875130994079e-134,4407.795164615388,4436.465936552413
"PI, CPIAUCSL, NASDAQCOM, REVOLSL, SP500, DJIA",0.7525331705827438,0.7491354566777014,4.1843586535693265e-129,4430.42127738861,4459.092049325635
"PI, PCESV, RSAFS, PPIACO, NASDAQCOM, REVOLSL",0.7434099128109961,0.7398869367855179,1.1131358213155416e-125,4446.495529086249,4475.166301023274
"PI, PCESV, RSAFS, PPIACO, NASDAQCOM, SP500",0.7255515845098943,0.7217834140454993,2.572264009724451e-119,4476.369403760513,4505.040175697538
"PI, PCESV, RSAFS, PPIACO, NASDAQCOM, DJIA",0.7248820172441452,0.7211046536365133,4.3726671407601567e-119,4477.451304015109,4506.122075952134
"PI, PCESV, RSAFS, PPIACO, REVOLSL, SP500",0.7603777390135347,0.7570877308535374,3.7480360721565444e-132,4416.118803252284,4444.789575189309
"PI, PCESV, RSAFS, PPIACO, REVOLSL, DJIA",0.7539841225558335,0.750606330188179,1.1621816906757042e-129,4427.810346859425,4456.481118796451
"PI, PCESV, RSAFS, PPIACO, SP500, DJIA",0.7260907659808256,0.7223299984656881,1.6762772749160754e-119,4475.4962632090555,4504.167035146081
"PI, PCESV, RSAFS, NASDAQCOM, REVOLSL, SP500",0.7521283747996846,0.7487251030578039,5.973929471171209e-129,4431.146960468583,4459.817732405608
"PI, PCESV, RSAFS, NASDAQCOM, REVOLSL, DJIA",0.7491383092444248,0.7456939839708929,8.140791225561372e-128,4436.47086793828,4465.141639875305
"PI, PCESV, RSAFS, NASDAQCOM, SP500, DJIA",0.7252057539888074,0.7214328352792716,3.3837884003918465e-119,4476.928532839215,4505.59930477624
"PI, PCESV, RSAFS, REVOLSL, SP500, DJIA",0.7584304896458298,0.7551137457965735,2.1857882114650656e-131,4419.712312078647,4448.3830840156725
"PI, PCESV, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7616335735969882,0.7583608080170842,1.19287495635494e-132,4413.785727793551,4442.456499730576
"PI, PCESV, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7596583584746809,0.756358473236347,7.201836435237654e-132,4417.449758337688,4446.120530274713
"PI, PCESV, PPIACO, NASDAQCOM, SP500, DJIA",0.7268657157223201,0.7231155882494,9.045068246309965e-120,4474.2383087543185,4502.909080691344
"PI, PCESV, PPIACO, REVOLSL, SP500, DJIA",0.7602510876367067,0.7569593405562038,4.205350366958835e-132,4416.353415660148,4445.024187597173
"PI, PCESV, NASDAQCOM, REVOLSL, SP500, DJIA",0.7530489368791408,0.7496583044335454,2.6560660472013288e-129,4429.494934219707,4458.165706156732
"PI, RSAFS, PPIACO, NASDAQCOM, REVOLSL, SP500",0.7648071785734658,0.7615779865172663,6.431191938602262e-134,4407.834617299135,4436.50538923616
"PI, RSAFS, PPIACO, NASDAQCOM, REVOLSL, DJIA",0.7611677770325657,0.757888616076491,1.825234856229996e-132,4414.652510382141,4443.3232823191665
"PI, RSAFS, PPIACO, NASDAQCOM, SP500, DJIA",0.7226930854987943,0.7188856679083888,2.455567946207049e-118,4480.969938986942,4509.640710923967
"PI, RSAFS, PPIACO, REVOLSL, SP500, DJIA",0.7657123170910682,0.7624955525660029,2.77594951601381e-134,4406.122588807902,4434.793360744927
"PI, RSAFS, NASDAQCOM, REVOLSL, SP500, DJIA",0.7586203425498455,0.7553062053766169,1.8416912648533556e-131,4419.363228989392,4448.034000926417
"PI, PPIACO, NASDAQCOM, REVOLSL, SP500, DJIA",0.7624034790050751,0.7591412842088061,5.894852257723546e-133,4412.349320605955,4441.02009254298
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, NASDAQCOM",0.7673458573322205,0.7641515212772854,6.04369886090928e-135,4403.016014128856,4431.686786065881
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, REVOLSL",0.7477110902440328,0.744247169286285,2.801327657208824e-127,4438.989743738496,4467.660515675521
"TTLCONS, CPIAUCSL, PCESV, RSAFS, PPIACO, SP500",0.776253650437127,0.7731816181776825,1.2207815437892273e-138,4385.682279725031,4414.353051662056
